,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2018185,1877-04-01,7.645999999999999,1.197,Dijon,France,47.42N,5.92E
2018186,1877-05-01,10.116,0.677,Dijon,France,47.42N,5.92E
2018187,1877-06-01,18.478,1.716,Dijon,France,47.42N,5.92E
2018188,1877-07-01,17.173,0.698,Dijon,France,47.42N,5.92E
2018189,1877-08-01,18.057,0.488,Dijon,France,47.42N,5.92E
2018190,1877-09-01,11.824000000000002,0.321,Dijon,France,47.42N,5.92E
2018191,1877-10-01,7.322999999999999,0.696,Dijon,France,47.42N,5.92E
2018192,1877-11-01,6.183,1.193,Dijon,France,47.42N,5.92E
2018193,1877-12-01,1.229,2.29,Dijon,France,47.42N,5.92E
2018194,1878-01-01,-0.971,1.314,Dijon,France,47.42N,5.92E
2018195,1878-02-01,2.51,0.955,Dijon,France,47.42N,5.92E
2018196,1878-03-01,3.704,0.809,Dijon,France,47.42N,5.92E
2018197,1878-04-01,8.626,0.825,Dijon,France,47.42N,5.92E
2018198,1878-05-01,13.335,0.434,Dijon,France,47.42N,5.92E
2018199,1878-06-01,15.447,1.064,Dijon,France,47.42N,5.92E
2018200,1878-07-01,17.164,0.7090000000000001,Dijon,France,47.42N,5.92E
2018201,1878-08-01,17.092,0.6890000000000001,Dijon,France,47.42N,5.92E
2018202,1878-09-01,14.16,0.556,Dijon,France,47.42N,5.92E
2018203,1878-10-01,9.718,0.371,Dijon,France,47.42N,5.92E
2018204,1878-11-01,2.6129999999999995,1.021,Dijon,France,47.42N,5.92E
2018205,1878-12-01,-2.023,1.199,Dijon,France,47.42N,5.92E
2018206,1879-01-01,-0.649,0.615,Dijon,France,47.42N,5.92E
2018207,1879-02-01,2.351,0.764,Dijon,France,47.42N,5.92E
2018208,1879-03-01,4.833,0.396,Dijon,France,47.42N,5.92E
2018209,1879-04-01,6.039,0.992,Dijon,France,47.42N,5.92E
2018210,1879-05-01,8.785,0.979,Dijon,France,47.42N,5.92E
2018211,1879-06-01,15.922,0.685,Dijon,France,47.42N,5.92E
2018212,1879-07-01,15.181,0.762,Dijon,France,47.42N,5.92E
2018213,1879-08-01,18.351,0.953,Dijon,France,47.42N,5.92E
2018214,1879-09-01,14.13,0.607,Dijon,France,47.42N,5.92E
2018215,1879-10-01,8.084,0.78,Dijon,France,47.42N,5.92E
2018216,1879-11-01,1.315,0.615,Dijon,France,47.42N,5.92E
2018217,1879-12-01,-3.576,1.087,Dijon,France,47.42N,5.92E
2018218,1880-01-01,-3.487,1.436,Dijon,France,47.42N,5.92E
2018219,1880-02-01,2.176,0.314,Dijon,France,47.42N,5.92E
2018220,1880-03-01,7.0520000000000005,0.7170000000000001,Dijon,France,47.42N,5.92E
2018221,1880-04-01,8.509,0.47,Dijon,France,47.42N,5.92E
2018222,1880-05-01,11.562,0.667,Dijon,France,47.42N,5.92E
2018223,1880-06-01,14.372,0.514,Dijon,France,47.42N,5.92E
2018224,1880-07-01,18.595,0.468,Dijon,France,47.42N,5.92E
2018225,1880-08-01,16.663999999999998,0.5720000000000001,Dijon,France,47.42N,5.92E
2018226,1880-09-01,14.726,0.8859999999999999,Dijon,France,47.42N,5.92E
2018227,1880-10-01,9.181,0.5710000000000001,Dijon,France,47.42N,5.92E
2018228,1880-11-01,4.688,1.591,Dijon,France,47.42N,5.92E
2018229,1880-12-01,4.852,1.247,Dijon,France,47.42N,5.92E
2018230,1881-01-01,-3.161,0.6779999999999999,Dijon,France,47.42N,5.92E
2018231,1881-02-01,2.772,0.8759999999999999,Dijon,France,47.42N,5.92E
2018232,1881-03-01,6.021,0.4270000000000001,Dijon,France,47.42N,5.92E
2018233,1881-04-01,7.507999999999999,0.503,Dijon,France,47.42N,5.92E
2018234,1881-05-01,11.742,0.482,Dijon,France,47.42N,5.92E
2018235,1881-06-01,15.44,0.768,Dijon,France,47.42N,5.92E
2018236,1881-07-01,20.254,0.314,Dijon,France,47.42N,5.92E
2018237,1881-08-01,17.343,0.166,Dijon,France,47.42N,5.92E
2018238,1881-09-01,12.521,0.396,Dijon,France,47.42N,5.92E
2018239,1881-10-01,5.584999999999999,0.375,Dijon,France,47.42N,5.92E
2018240,1881-11-01,6.238,1.0,Dijon,France,47.42N,5.92E
2018241,1881-12-01,0.4940000000000001,0.921,Dijon,France,47.42N,5.92E
2018242,1882-01-01,0.196,1.694,Dijon,France,47.42N,5.92E
2018243,1882-02-01,1.957,0.64,Dijon,France,47.42N,5.92E
2018244,1882-03-01,6.797999999999999,0.562,Dijon,France,47.42N,5.92E
2018245,1882-04-01,8.161999999999999,0.214,Dijon,France,47.42N,5.92E
2018246,1882-05-01,12.532,0.471,Dijon,France,47.42N,5.92E
2018247,1882-06-01,14.724,0.5820000000000001,Dijon,France,47.42N,5.92E
2018248,1882-07-01,16.035,0.564,Dijon,France,47.42N,5.92E
2018249,1882-08-01,15.628999999999998,0.4320000000000001,Dijon,France,47.42N,5.92E
2018250,1882-09-01,12.482,0.35700000000000004,Dijon,France,47.42N,5.92E
2018251,1882-10-01,9.629,0.27,Dijon,France,47.42N,5.92E
2018252,1882-11-01,5.053,1.175,Dijon,France,47.42N,5.92E
2018253,1882-12-01,1.703,0.418,Dijon,France,47.42N,5.92E
2018254,1883-01-01,0.934,0.65,Dijon,France,47.42N,5.92E
2018255,1883-02-01,3.793,1.044,Dijon,France,47.42N,5.92E
2018256,1883-03-01,0.9720000000000004,0.74,Dijon,France,47.42N,5.92E
2018257,1883-04-01,7.295,0.457,Dijon,France,47.42N,5.92E
2018258,1883-05-01,12.613,0.516,Dijon,France,47.42N,5.92E
2018259,1883-06-01,15.309,0.61,Dijon,France,47.42N,5.92E
2018260,1883-07-01,16.168,0.64,Dijon,France,47.42N,5.92E
2018261,1883-08-01,16.520999999999994,0.66,Dijon,France,47.42N,5.92E
2018262,1883-09-01,13.302,0.403,Dijon,France,47.42N,5.92E
2018263,1883-10-01,8.314,0.342,Dijon,France,47.42N,5.92E
2018264,1883-11-01,4.699,0.7559999999999999,Dijon,France,47.42N,5.92E
2018265,1883-12-01,0.505,0.589,Dijon,France,47.42N,5.92E
2018266,1884-01-01,2.7539999999999996,0.547,Dijon,France,47.42N,5.92E
2018267,1884-02-01,3.625,0.732,Dijon,France,47.42N,5.92E
2018268,1884-03-01,5.945,0.78,Dijon,France,47.42N,5.92E
2018269,1884-04-01,6.9769999999999985,0.58,Dijon,France,47.42N,5.92E
2018270,1884-05-01,13.223,0.433,Dijon,France,47.42N,5.92E
2018271,1884-06-01,13.161,0.47,Dijon,France,47.42N,5.92E
2018272,1884-07-01,18.508,0.415,Dijon,France,47.42N,5.92E
2018273,1884-08-01,17.915,0.6629999999999999,Dijon,France,47.42N,5.92E
2018274,1884-09-01,14.123,0.38,Dijon,France,47.42N,5.92E
2018275,1884-10-01,8.043,0.579,Dijon,France,47.42N,5.92E
2018276,1884-11-01,2.629,0.416,Dijon,France,47.42N,5.92E
2018277,1884-12-01,1.5719999999999998,1.004,Dijon,France,47.42N,5.92E
2018278,1885-01-01,-2.287,0.87,Dijon,France,47.42N,5.92E
2018279,1885-02-01,4.711,0.883,Dijon,France,47.42N,5.92E
2018280,1885-03-01,4.14,0.238,Dijon,France,47.42N,5.92E
2018281,1885-04-01,8.591999999999999,0.58,Dijon,France,47.42N,5.92E
2018282,1885-05-01,10.029,0.685,Dijon,France,47.42N,5.92E
2018283,1885-06-01,16.996,0.39,Dijon,France,47.42N,5.92E
2018284,1885-07-01,18.332,0.299,Dijon,France,47.42N,5.92E
2018285,1885-08-01,16.247999999999998,0.647,Dijon,France,47.42N,5.92E
2018286,1885-09-01,13.201,0.355,Dijon,France,47.42N,5.92E
2018287,1885-10-01,7.2429999999999986,0.475,Dijon,France,47.42N,5.92E
2018288,1885-11-01,4.725,0.608,Dijon,France,47.42N,5.92E
2018289,1885-12-01,0.30000000000000004,0.748,Dijon,France,47.42N,5.92E
2018290,1886-01-01,-0.72,0.523,Dijon,France,47.42N,5.92E
2018291,1886-02-01,-0.631,0.8640000000000001,Dijon,France,47.42N,5.92E
2018292,1886-03-01,3.324,0.42,Dijon,France,47.42N,5.92E
2018293,1886-04-01,9.06,0.368,Dijon,France,47.42N,5.92E
2018294,1886-05-01,12.347,0.647,Dijon,France,47.42N,5.92E
2018295,1886-06-01,14.111,0.314,Dijon,France,47.42N,5.92E
2018296,1886-07-01,17.779,0.456,Dijon,France,47.42N,5.92E
2018297,1886-08-01,17.128999999999998,0.31,Dijon,France,47.42N,5.92E
2018298,1886-09-01,15.858,0.248,Dijon,France,47.42N,5.92E
2018299,1886-10-01,10.225,0.655,Dijon,France,47.42N,5.92E
2018300,1886-11-01,5.096,0.5710000000000001,Dijon,France,47.42N,5.92E
2018301,1886-12-01,0.962,1.169,Dijon,France,47.42N,5.92E
2018302,1887-01-01,-2.381,0.974,Dijon,France,47.42N,5.92E
2018303,1887-02-01,-0.18700000000000008,1.0590000000000002,Dijon,France,47.42N,5.92E
2018304,1887-03-01,2.273,1.0659999999999998,Dijon,France,47.42N,5.92E
2018305,1887-04-01,7.225999999999999,0.617,Dijon,France,47.42N,5.92E
2018306,1887-05-01,9.808,0.422,Dijon,France,47.42N,5.92E
2018307,1887-06-01,16.663999999999998,0.281,Dijon,France,47.42N,5.92E
2018308,1887-07-01,19.367,0.947,Dijon,France,47.42N,5.92E
2018309,1887-08-01,16.817,0.373,Dijon,France,47.42N,5.92E
2018310,1887-09-01,12.6,0.578,Dijon,France,47.42N,5.92E
2018311,1887-10-01,5.356999999999998,0.384,Dijon,France,47.42N,5.92E
2018312,1887-11-01,3.123,0.479,Dijon,France,47.42N,5.92E
2018313,1887-12-01,-0.6909999999999998,0.593,Dijon,France,47.42N,5.92E
2018314,1888-01-01,-1.519,1.2,Dijon,France,47.42N,5.92E
2018315,1888-02-01,-1.1169999999999998,1.05,Dijon,France,47.42N,5.92E
2018316,1888-03-01,2.926,0.442,Dijon,France,47.42N,5.92E
2018317,1888-04-01,6.026,0.618,Dijon,France,47.42N,5.92E
2018318,1888-05-01,12.942,0.254,Dijon,France,47.42N,5.92E
2018319,1888-06-01,15.927,0.381,Dijon,France,47.42N,5.92E
2018320,1888-07-01,15.249,0.557,Dijon,France,47.42N,5.92E
2018321,1888-08-01,15.677,0.472,Dijon,France,47.42N,5.92E
2018322,1888-09-01,14.025,0.35700000000000004,Dijon,France,47.42N,5.92E
2018323,1888-10-01,6.571000000000001,1.027,Dijon,France,47.42N,5.92E
2018324,1888-11-01,5.152,0.596,Dijon,France,47.42N,5.92E
2018325,1888-12-01,0.3450000000000001,1.3019999999999998,Dijon,France,47.42N,5.92E
2018326,1889-01-01,-1.139,0.631,Dijon,France,47.42N,5.92E
2018327,1889-02-01,-0.7129999999999999,0.401,Dijon,France,47.42N,5.92E
2018328,1889-03-01,2.059,0.361,Dijon,France,47.42N,5.92E
2018329,1889-04-01,6.901,0.494,Dijon,France,47.42N,5.92E
2018330,1889-05-01,13.784,0.596,Dijon,France,47.42N,5.92E
2018331,1889-06-01,17.166,0.418,Dijon,France,47.42N,5.92E
2018332,1889-07-01,16.99,0.27699999999999997,Dijon,France,47.42N,5.92E
2018333,1889-08-01,16.168999999999997,0.537,Dijon,France,47.42N,5.92E
2018334,1889-09-01,12.436,0.546,Dijon,France,47.42N,5.92E
2018335,1889-10-01,8.189,0.392,Dijon,France,47.42N,5.92E
2018336,1889-11-01,3.697,1.0,Dijon,France,47.42N,5.92E
2018337,1889-12-01,-1.837,0.865,Dijon,France,47.42N,5.92E
2018338,1890-01-01,2.3169999999999997,0.54,Dijon,France,47.42N,5.92E
2018339,1890-02-01,-1.042,1.003,Dijon,France,47.42N,5.92E
2018340,1890-03-01,4.315,0.863,Dijon,France,47.42N,5.92E
2018341,1890-04-01,7.098999999999998,0.619,Dijon,France,47.42N,5.92E
2018342,1890-05-01,12.953,0.752,Dijon,France,47.42N,5.92E
2018343,1890-06-01,14.841,0.49700000000000005,Dijon,France,47.42N,5.92E
2018344,1890-07-01,15.957,0.309,Dijon,France,47.42N,5.92E
2018345,1890-08-01,16.56,0.307,Dijon,France,47.42N,5.92E
2018346,1890-09-01,13.343,0.477,Dijon,France,47.42N,5.92E
2018347,1890-10-01,7.289,0.8420000000000001,Dijon,France,47.42N,5.92E
2018348,1890-11-01,3.398,0.366,Dijon,France,47.42N,5.92E
2018349,1890-12-01,-4.298,1.1909999999999998,Dijon,France,47.42N,5.92E
2018350,1891-01-01,-4.037000000000001,1.089,Dijon,France,47.42N,5.92E
2018351,1891-02-01,-0.008000000000000007,1.36,Dijon,France,47.42N,5.92E
2018352,1891-03-01,3.744,0.499,Dijon,France,47.42N,5.92E
2018353,1891-04-01,6.049,0.429,Dijon,France,47.42N,5.92E
2018354,1891-05-01,11.739,0.505,Dijon,France,47.42N,5.92E
2018355,1891-06-01,15.388,0.478,Dijon,France,47.42N,5.92E
2018356,1891-07-01,16.570999999999998,0.505,Dijon,France,47.42N,5.92E
2018357,1891-08-01,15.803999999999998,0.5429999999999999,Dijon,France,47.42N,5.92E
2018358,1891-09-01,14.529000000000002,0.444,Dijon,France,47.42N,5.92E
2018359,1891-10-01,10.12,0.419,Dijon,France,47.42N,5.92E
2018360,1891-11-01,3.431,0.7290000000000001,Dijon,France,47.42N,5.92E
2018361,1891-12-01,1.969,0.486,Dijon,France,47.42N,5.92E
2018362,1892-01-01,-0.385,0.404,Dijon,France,47.42N,5.92E
2018363,1892-02-01,2.093,0.4920000000000001,Dijon,France,47.42N,5.92E
2018364,1892-03-01,2.001,0.76,Dijon,France,47.42N,5.92E
2018365,1892-04-01,8.328,0.419,Dijon,France,47.42N,5.92E
2018366,1892-05-01,12.6,0.57,Dijon,France,47.42N,5.92E
2018367,1892-06-01,15.954,0.517,Dijon,France,47.42N,5.92E
2018368,1892-07-01,17.073999999999998,0.521,Dijon,France,47.42N,5.92E
2018369,1892-08-01,18.29,0.361,Dijon,France,47.42N,5.92E
2018370,1892-09-01,14.582,0.32799999999999996,Dijon,France,47.42N,5.92E
2018371,1892-10-01,7.952000000000001,0.5539999999999999,Dijon,France,47.42N,5.92E
2018372,1892-11-01,5.9110000000000005,0.608,Dijon,France,47.42N,5.92E
2018373,1892-12-01,-1.2519999999999998,0.72,Dijon,France,47.42N,5.92E
2018374,1893-01-01,-4.706,1.043,Dijon,France,47.42N,5.92E
2018375,1893-02-01,3.16,0.731,Dijon,France,47.42N,5.92E
2018376,1893-03-01,6.269,0.483,Dijon,France,47.42N,5.92E
2018377,1893-04-01,11.259,0.498,Dijon,France,47.42N,5.92E
2018378,1893-05-01,12.562,0.76,Dijon,France,47.42N,5.92E
2018379,1893-06-01,16.238,0.7759999999999999,Dijon,France,47.42N,5.92E
2018380,1893-07-01,17.756,0.713,Dijon,France,47.42N,5.92E
2018381,1893-08-01,18.523,0.688,Dijon,France,47.42N,5.92E
2018382,1893-09-01,14.084,0.735,Dijon,France,47.42N,5.92E
2018383,1893-10-01,10.216,0.41,Dijon,France,47.42N,5.92E
2018384,1893-11-01,3.285,0.591,Dijon,France,47.42N,5.92E
2018385,1893-12-01,0.2790000000000001,0.899,Dijon,France,47.42N,5.92E
2018386,1894-01-01,-0.722,0.634,Dijon,France,47.42N,5.92E
2018387,1894-02-01,2.528,0.682,Dijon,France,47.42N,5.92E
2018388,1894-03-01,5.566,0.677,Dijon,France,47.42N,5.92E
2018389,1894-04-01,10.33,0.174,Dijon,France,47.42N,5.92E
2018390,1894-05-01,11.208,0.314,Dijon,France,47.42N,5.92E
2018391,1894-06-01,14.992,0.442,Dijon,France,47.42N,5.92E
2018392,1894-07-01,18.015,0.271,Dijon,France,47.42N,5.92E
2018393,1894-08-01,16.537,0.442,Dijon,France,47.42N,5.92E
2018394,1894-09-01,12.456,0.278,Dijon,France,47.42N,5.92E
2018395,1894-10-01,8.919,0.551,Dijon,France,47.42N,5.92E
2018396,1894-11-01,5.3729999999999976,0.648,Dijon,France,47.42N,5.92E
2018397,1894-12-01,0.3580000000000001,0.387,Dijon,France,47.42N,5.92E
2018398,1895-01-01,-3.75,0.7659999999999999,Dijon,France,47.42N,5.92E
2018399,1895-02-01,-5.104,1.414,Dijon,France,47.42N,5.92E
2018400,1895-03-01,2.8110000000000004,0.506,Dijon,France,47.42N,5.92E
2018401,1895-04-01,9.107,0.591,Dijon,France,47.42N,5.92E
2018402,1895-05-01,12.086,0.536,Dijon,France,47.42N,5.92E
2018403,1895-06-01,15.598,0.501,Dijon,France,47.42N,5.92E
2018404,1895-07-01,17.947,0.331,Dijon,France,47.42N,5.92E
2018405,1895-08-01,17.029,0.337,Dijon,France,47.42N,5.92E
2018406,1895-09-01,17.063,0.679,Dijon,France,47.42N,5.92E
2018407,1895-10-01,8.128,0.26899999999999996,Dijon,France,47.42N,5.92E
2018408,1895-11-01,6.906000000000001,0.591,Dijon,France,47.42N,5.92E
2018409,1895-12-01,1.58,0.626,Dijon,France,47.42N,5.92E
2018410,1896-01-01,-0.41,1.275,Dijon,France,47.42N,5.92E
2018411,1896-02-01,0.4790000000000001,1.837,Dijon,France,47.42N,5.92E
2018412,1896-03-01,6.99,0.5489999999999999,Dijon,France,47.42N,5.92E
2018413,1896-04-01,6.374,0.7709999999999999,Dijon,France,47.42N,5.92E
2018414,1896-05-01,10.921,0.349,Dijon,France,47.42N,5.92E
2018415,1896-06-01,15.799,0.386,Dijon,France,47.42N,5.92E
2018416,1896-07-01,17.723,0.301,Dijon,France,47.42N,5.92E
2018417,1896-08-01,14.503999999999998,0.457,Dijon,France,47.42N,5.92E
2018418,1896-09-01,13.369000000000002,0.431,Dijon,France,47.42N,5.92E
2018419,1896-10-01,7.649999999999999,0.735,Dijon,France,47.42N,5.92E
2018420,1896-11-01,2.161,0.613,Dijon,France,47.42N,5.92E
2018421,1896-12-01,0.7210000000000001,0.477,Dijon,France,47.42N,5.92E
2018422,1897-01-01,-0.967,1.149,Dijon,France,47.42N,5.92E
2018423,1897-02-01,4.585,0.785,Dijon,France,47.42N,5.92E
2018424,1897-03-01,7.026,0.414,Dijon,France,47.42N,5.92E
2018425,1897-04-01,8.049,0.466,Dijon,France,47.42N,5.92E
2018426,1897-05-01,10.83,0.463,Dijon,France,47.42N,5.92E
2018427,1897-06-01,17.462,0.373,Dijon,France,47.42N,5.92E
2018428,1897-07-01,17.97,0.408,Dijon,France,47.42N,5.92E
2018429,1897-08-01,17.096,0.315,Dijon,France,47.42N,5.92E
2018430,1897-09-01,12.687,0.412,Dijon,France,47.42N,5.92E
2018431,1897-10-01,8.081,0.603,Dijon,France,47.42N,5.92E
2018432,1897-11-01,3.928,1.536,Dijon,France,47.42N,5.92E
2018433,1897-12-01,1.033,0.855,Dijon,France,47.42N,5.92E
2018434,1898-01-01,2.009,1.409,Dijon,France,47.42N,5.92E
2018435,1898-02-01,1.874,0.289,Dijon,France,47.42N,5.92E
2018436,1898-03-01,3.552,0.631,Dijon,France,47.42N,5.92E
2018437,1898-04-01,8.35,0.779,Dijon,France,47.42N,5.92E
2018438,1898-05-01,11.21,0.326,Dijon,France,47.42N,5.92E
2018439,1898-06-01,14.672,0.419,Dijon,France,47.42N,5.92E
2018440,1898-07-01,16.348,0.468,Dijon,France,47.42N,5.92E
2018441,1898-08-01,18.679,0.5760000000000001,Dijon,France,47.42N,5.92E
2018442,1898-09-01,15.67,0.597,Dijon,France,47.42N,5.92E
2018443,1898-10-01,10.467,0.281,Dijon,France,47.42N,5.92E
2018444,1898-11-01,5.675,0.381,Dijon,France,47.42N,5.92E
2018445,1898-12-01,2.048,0.883,Dijon,France,47.42N,5.92E
2018446,1899-01-01,2.762,0.987,Dijon,France,47.42N,5.92E
2018447,1899-02-01,3.688,0.912,Dijon,France,47.42N,5.92E
2018448,1899-03-01,4.666,0.69,Dijon,France,47.42N,5.92E
2018449,1899-04-01,7.76,0.403,Dijon,France,47.42N,5.92E
2018450,1899-05-01,11.429,0.322,Dijon,France,47.42N,5.92E
2018451,1899-06-01,15.567,0.332,Dijon,France,47.42N,5.92E
2018452,1899-07-01,17.674,0.353,Dijon,France,47.42N,5.92E
2018453,1899-08-01,18.606,0.33399999999999996,Dijon,France,47.42N,5.92E
2018454,1899-09-01,13.962,0.513,Dijon,France,47.42N,5.92E
2018455,1899-10-01,9.564,0.878,Dijon,France,47.42N,5.92E
2018456,1899-11-01,5.711,1.273,Dijon,France,47.42N,5.92E
2018457,1899-12-01,-1.351,0.773,Dijon,France,47.42N,5.92E
2018458,1900-01-01,1.723,0.861,Dijon,France,47.42N,5.92E
2018459,1900-02-01,3.256,0.521,Dijon,France,47.42N,5.92E
2018460,1900-03-01,1.6569999999999998,0.501,Dijon,France,47.42N,5.92E
2018461,1900-04-01,7.499999999999999,0.401,Dijon,France,47.42N,5.92E
2018462,1900-05-01,11.235,0.39,Dijon,France,47.42N,5.92E
2018463,1900-06-01,16.326999999999998,0.484,Dijon,France,47.42N,5.92E
2018464,1900-07-01,19.235,0.485,Dijon,France,47.42N,5.92E
2018465,1900-08-01,16.319000000000003,0.43,Dijon,France,47.42N,5.92E
2018466,1900-09-01,15.34,0.396,Dijon,France,47.42N,5.92E
2018467,1900-10-01,9.685,0.517,Dijon,France,47.42N,5.92E
2018468,1900-11-01,4.897,0.348,Dijon,France,47.42N,5.92E
2018469,1900-12-01,3.083,1.046,Dijon,France,47.42N,5.92E
2018470,1901-01-01,-0.977,0.6579999999999999,Dijon,France,47.42N,5.92E
2018471,1901-02-01,-3.1489999999999996,0.635,Dijon,France,47.42N,5.92E
2018472,1901-03-01,3.182,0.26,Dijon,France,47.42N,5.92E
2018473,1901-04-01,8.860999999999997,0.495,Dijon,France,47.42N,5.92E
2018474,1901-05-01,12.732,0.623,Dijon,France,47.42N,5.92E
2018475,1901-06-01,16.407,0.467,Dijon,France,47.42N,5.92E
2018476,1901-07-01,18.281,0.361,Dijon,France,47.42N,5.92E
2018477,1901-08-01,16.715999999999998,0.32799999999999996,Dijon,France,47.42N,5.92E
2018478,1901-09-01,14.215,0.49,Dijon,France,47.42N,5.92E
2018479,1901-10-01,8.818999999999997,0.295,Dijon,France,47.42N,5.92E
2018480,1901-11-01,2.655,0.6829999999999999,Dijon,France,47.42N,5.92E
2018481,1901-12-01,1.181,0.499,Dijon,France,47.42N,5.92E
2018482,1902-01-01,1.785,0.976,Dijon,France,47.42N,5.92E
2018483,1902-02-01,1.0710000000000002,0.482,Dijon,France,47.42N,5.92E
2018484,1902-03-01,5.482,0.344,Dijon,France,47.42N,5.92E
2018485,1902-04-01,9.903,0.294,Dijon,France,47.42N,5.92E
2018486,1902-05-01,8.966000000000003,0.395,Dijon,France,47.42N,5.92E
2018487,1902-06-01,14.789,0.322,Dijon,France,47.42N,5.92E
2018488,1902-07-01,17.942,0.518,Dijon,France,47.42N,5.92E
2018489,1902-08-01,16.532999999999998,0.422,Dijon,France,47.42N,5.92E
2018490,1902-09-01,13.667,0.391,Dijon,France,47.42N,5.92E
2018491,1902-10-01,8.262,0.336,Dijon,France,47.42N,5.92E
2018492,1902-11-01,3.2739999999999996,0.408,Dijon,France,47.42N,5.92E
2018493,1902-12-01,-0.08799999999999986,0.67,Dijon,France,47.42N,5.92E
2018494,1903-01-01,0.642,0.654,Dijon,France,47.42N,5.92E
2018495,1903-02-01,3.675,0.785,Dijon,France,47.42N,5.92E
2018496,1903-03-01,6.12,0.359,Dijon,France,47.42N,5.92E
2018497,1903-04-01,5.119,0.401,Dijon,France,47.42N,5.92E
2018498,1903-05-01,12.191,0.335,Dijon,France,47.42N,5.92E
2018499,1903-06-01,14.48,0.386,Dijon,France,47.42N,5.92E
2018500,1903-07-01,16.801,0.514,Dijon,France,47.42N,5.92E
2018501,1903-08-01,16.828,0.453,Dijon,France,47.42N,5.92E
2018502,1903-09-01,14.342,0.5579999999999999,Dijon,France,47.42N,5.92E
2018503,1903-10-01,10.245,0.424,Dijon,France,47.42N,5.92E
2018504,1903-11-01,4.596,0.454,Dijon,France,47.42N,5.92E
2018505,1903-12-01,-0.31599999999999984,0.529,Dijon,France,47.42N,5.92E
2018506,1904-01-01,-0.7609999999999999,0.626,Dijon,France,47.42N,5.92E
2018507,1904-02-01,2.46,0.733,Dijon,France,47.42N,5.92E
2018508,1904-03-01,4.2860000000000005,0.345,Dijon,France,47.42N,5.92E
2018509,1904-04-01,9.619,0.285,Dijon,France,47.42N,5.92E
2018510,1904-05-01,13.389,0.447,Dijon,France,47.42N,5.92E
2018511,1904-06-01,16.171,0.31,Dijon,France,47.42N,5.92E
2018512,1904-07-01,20.291,0.471,Dijon,France,47.42N,5.92E
2018513,1904-08-01,18.209,0.653,Dijon,France,47.42N,5.92E
2018514,1904-09-01,12.442,0.322,Dijon,France,47.42N,5.92E
2018515,1904-10-01,9.115,0.34299999999999997,Dijon,France,47.42N,5.92E
2018516,1904-11-01,3.3,0.546,Dijon,France,47.42N,5.92E
2018517,1904-12-01,1.877,0.51,Dijon,France,47.42N,5.92E
2018518,1905-01-01,-1.816,0.68,Dijon,France,47.42N,5.92E
2018519,1905-02-01,1.645,0.516,Dijon,France,47.42N,5.92E
2018520,1905-03-01,5.97,0.451,Dijon,France,47.42N,5.92E
2018521,1905-04-01,8.215,0.247,Dijon,France,47.42N,5.92E
2018522,1905-05-01,11.111,0.276,Dijon,France,47.42N,5.92E
2018523,1905-06-01,16.586,0.26899999999999996,Dijon,France,47.42N,5.92E
2018524,1905-07-01,20.002,0.266,Dijon,France,47.42N,5.92E
2018525,1905-08-01,17.226,0.446,Dijon,France,47.42N,5.92E
2018526,1905-09-01,13.827,0.22,Dijon,France,47.42N,5.92E
2018527,1905-10-01,5.113,0.655,Dijon,France,47.42N,5.92E
2018528,1905-11-01,3.723,0.532,Dijon,France,47.42N,5.92E
2018529,1905-12-01,0.986,0.537,Dijon,France,47.42N,5.92E
2018530,1906-01-01,1.3769999999999998,0.846,Dijon,France,47.42N,5.92E
2018531,1906-02-01,0.5970000000000002,0.604,Dijon,France,47.42N,5.92E
2018532,1906-03-01,3.969,0.326,Dijon,France,47.42N,5.92E
2018533,1906-04-01,7.768,0.211,Dijon,France,47.42N,5.92E
2018534,1906-05-01,12.598,0.525,Dijon,France,47.42N,5.92E
2018535,1906-06-01,15.178,0.362,Dijon,France,47.42N,5.92E
2018536,1906-07-01,18.078,0.57,Dijon,France,47.42N,5.92E
2018537,1906-08-01,18.17,0.429,Dijon,France,47.42N,5.92E
2018538,1906-09-01,13.798,0.32899999999999996,Dijon,France,47.42N,5.92E
2018539,1906-10-01,11.2,0.311,Dijon,France,47.42N,5.92E
2018540,1906-11-01,5.581,0.433,Dijon,France,47.42N,5.92E
2018541,1906-12-01,-1.59,0.465,Dijon,France,47.42N,5.92E
2018542,1907-01-01,-0.3640000000000001,0.5479999999999999,Dijon,France,47.42N,5.92E
2018543,1907-02-01,-0.8659999999999999,0.431,Dijon,France,47.42N,5.92E
2018544,1907-03-01,3.956,0.401,Dijon,France,47.42N,5.92E
2018545,1907-04-01,6.932,0.295,Dijon,France,47.42N,5.92E
2018546,1907-05-01,12.594,0.5379999999999999,Dijon,France,47.42N,5.92E
2018547,1907-06-01,15.079,0.292,Dijon,France,47.42N,5.92E
2018548,1907-07-01,15.775,0.217,Dijon,France,47.42N,5.92E
2018549,1907-08-01,17.567,0.36,Dijon,France,47.42N,5.92E
2018550,1907-09-01,14.821,0.496,Dijon,France,47.42N,5.92E
2018551,1907-10-01,10.265,0.267,Dijon,France,47.42N,5.92E
2018552,1907-11-01,5.323,0.215,Dijon,France,47.42N,5.92E
2018553,1907-12-01,2.781,0.415,Dijon,France,47.42N,5.92E
2018554,1908-01-01,-2.155,1.137,Dijon,France,47.42N,5.92E
2018555,1908-02-01,1.729,0.426,Dijon,France,47.42N,5.92E
