,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2016584,1743-11-01,5.553999999999999,1.777,Dijon,France,47.42N,5.92E
2016585,1743-12-01,,,Dijon,France,47.42N,5.92E
2016586,1744-01-01,,,Dijon,France,47.42N,5.92E
2016587,1744-02-01,,,Dijon,France,47.42N,5.92E
2016588,1744-03-01,,,Dijon,France,47.42N,5.92E
2016589,1744-04-01,9.318,2.227,Dijon,France,47.42N,5.92E
2016590,1744-05-01,11.628,1.621,Dijon,France,47.42N,5.92E
2016591,1744-06-01,15.140999999999998,1.578,Dijon,France,47.42N,5.92E
2016592,1744-07-01,16.922,1.715,Dijon,France,47.42N,5.92E
2016593,1744-08-01,,,Dijon,France,47.42N,5.92E
2016594,1744-09-01,13.276,1.726,Dijon,France,47.42N,5.92E
2016595,1744-10-01,8.99,1.702,Dijon,France,47.42N,5.92E
2016596,1744-11-01,4.724,1.614,Dijon,France,47.42N,5.92E
2016597,1744-12-01,1.064,1.895,Dijon,France,47.42N,5.92E
2016598,1745-01-01,-0.963,1.987,Dijon,France,47.42N,5.92E
2016599,1745-02-01,0.363,1.82,Dijon,France,47.42N,5.92E
2016600,1745-03-01,3.489,1.515,Dijon,France,47.42N,5.92E
2016601,1745-04-01,8.019,1.5,Dijon,France,47.42N,5.92E
2016602,1745-05-01,,,Dijon,France,47.42N,5.92E
2016603,1745-06-01,,,Dijon,France,47.42N,5.92E
2016604,1745-07-01,,,Dijon,France,47.42N,5.92E
2016605,1745-08-01,,,Dijon,France,47.42N,5.92E
2016606,1745-09-01,,,Dijon,France,47.42N,5.92E
2016607,1745-10-01,,,Dijon,France,47.42N,5.92E
2016608,1745-11-01,,,Dijon,France,47.42N,5.92E
2016609,1745-12-01,,,Dijon,France,47.42N,5.92E
2016610,1746-01-01,,,Dijon,France,47.42N,5.92E
2016611,1746-02-01,,,Dijon,France,47.42N,5.92E
2016612,1746-03-01,,,Dijon,France,47.42N,5.92E
2016613,1746-04-01,,,Dijon,France,47.42N,5.92E
2016614,1746-05-01,,,Dijon,France,47.42N,5.92E
2016615,1746-06-01,,,Dijon,France,47.42N,5.92E
2016616,1746-07-01,,,Dijon,France,47.42N,5.92E
2016617,1746-08-01,,,Dijon,France,47.42N,5.92E
2016618,1746-09-01,,,Dijon,France,47.42N,5.92E
2016619,1746-10-01,,,Dijon,France,47.42N,5.92E
2016620,1746-11-01,,,Dijon,France,47.42N,5.92E
2016621,1746-12-01,,,Dijon,France,47.42N,5.92E
2016622,1747-01-01,,,Dijon,France,47.42N,5.92E
2016623,1747-02-01,,,Dijon,France,47.42N,5.92E
2016624,1747-03-01,,,Dijon,France,47.42N,5.92E
2016625,1747-04-01,,,Dijon,France,47.42N,5.92E
2016626,1747-05-01,,,Dijon,France,47.42N,5.92E
2016627,1747-06-01,,,Dijon,France,47.42N,5.92E
2016628,1747-07-01,,,Dijon,France,47.42N,5.92E
2016629,1747-08-01,,,Dijon,France,47.42N,5.92E
2016630,1747-09-01,,,Dijon,France,47.42N,5.92E
2016631,1747-10-01,,,Dijon,France,47.42N,5.92E
2016632,1747-11-01,,,Dijon,France,47.42N,5.92E
2016633,1747-12-01,,,Dijon,France,47.42N,5.92E
2016634,1748-01-01,,,Dijon,France,47.42N,5.92E
2016635,1748-02-01,,,Dijon,France,47.42N,5.92E
2016636,1748-03-01,,,Dijon,France,47.42N,5.92E
2016637,1748-04-01,,,Dijon,France,47.42N,5.92E
2016638,1748-05-01,,,Dijon,France,47.42N,5.92E
2016639,1748-06-01,,,Dijon,France,47.42N,5.92E
2016640,1748-07-01,,,Dijon,France,47.42N,5.92E
2016641,1748-08-01,,,Dijon,France,47.42N,5.92E
2016642,1748-09-01,,,Dijon,France,47.42N,5.92E
2016643,1748-10-01,,,Dijon,France,47.42N,5.92E
2016644,1748-11-01,,,Dijon,France,47.42N,5.92E
2016645,1748-12-01,,,Dijon,France,47.42N,5.92E
2016646,1749-01-01,,,Dijon,France,47.42N,5.92E
2016647,1749-02-01,,,Dijon,France,47.42N,5.92E
2016648,1749-03-01,,,Dijon,France,47.42N,5.92E
2016649,1749-04-01,,,Dijon,France,47.42N,5.92E
2016650,1749-05-01,,,Dijon,France,47.42N,5.92E
2016651,1749-06-01,,,Dijon,France,47.42N,5.92E
2016652,1749-07-01,,,Dijon,France,47.42N,5.92E
2016653,1749-08-01,,,Dijon,France,47.42N,5.92E
2016654,1749-09-01,,,Dijon,France,47.42N,5.92E
2016655,1749-10-01,,,Dijon,France,47.42N,5.92E
2016656,1749-11-01,,,Dijon,France,47.42N,5.92E
2016657,1749-12-01,,,Dijon,France,47.42N,5.92E
2016658,1750-01-01,-0.14300000000000002,1.673,Dijon,France,47.42N,5.92E
2016659,1750-02-01,3.977,2.165,Dijon,France,47.42N,5.92E
2016660,1750-03-01,7.13,2.266,Dijon,France,47.42N,5.92E
2016661,1750-04-01,8.299,1.426,Dijon,France,47.42N,5.92E
2016662,1750-05-01,12.761,1.661,Dijon,France,47.42N,5.92E
2016663,1750-06-01,15.765,1.5219999999999998,Dijon,France,47.42N,5.92E
2016664,1750-07-01,19.289,1.54,Dijon,France,47.42N,5.92E
2016665,1750-08-01,17.189999999999998,1.305,Dijon,France,47.42N,5.92E
2016666,1750-09-01,14.064,1.36,Dijon,France,47.42N,5.92E
2016667,1750-10-01,7.131,1.439,Dijon,France,47.42N,5.92E
2016668,1750-11-01,,,Dijon,France,47.42N,5.92E
2016669,1750-12-01,0.7470000000000001,1.805,Dijon,France,47.42N,5.92E
2016670,1751-01-01,0.299,1.94,Dijon,France,47.42N,5.92E
2016671,1751-02-01,-0.5409999999999997,2.258,Dijon,France,47.42N,5.92E
2016672,1751-03-01,6.189,1.801,Dijon,France,47.42N,5.92E
2016673,1751-04-01,7.334,1.505,Dijon,France,47.42N,5.92E
2016674,1751-05-01,,,Dijon,France,47.42N,5.92E
2016675,1751-06-01,16.694000000000003,1.609,Dijon,France,47.42N,5.92E
2016676,1751-07-01,17.967,1.444,Dijon,France,47.42N,5.92E
2016677,1751-08-01,17.634,1.281,Dijon,France,47.42N,5.92E
2016678,1751-09-01,12.835,1.2990000000000002,Dijon,France,47.42N,5.92E
2016679,1751-10-01,,,Dijon,France,47.42N,5.92E
2016680,1751-11-01,,,Dijon,France,47.42N,5.92E
2016681,1751-12-01,,,Dijon,France,47.42N,5.92E
2016682,1752-01-01,-0.058,2.518,Dijon,France,47.42N,5.92E
2016683,1752-02-01,,,Dijon,France,47.42N,5.92E
2016684,1752-03-01,5.612,1.901,Dijon,France,47.42N,5.92E
2016685,1752-04-01,7.829,1.828,Dijon,France,47.42N,5.92E
2016686,1752-05-01,,,Dijon,France,47.42N,5.92E
2016687,1752-06-01,,,Dijon,France,47.42N,5.92E
2016688,1752-07-01,,,Dijon,France,47.42N,5.92E
2016689,1752-08-01,,,Dijon,France,47.42N,5.92E
2016690,1752-09-01,,,Dijon,France,47.42N,5.92E
2016691,1752-10-01,8.697000000000001,1.6269999999999998,Dijon,France,47.42N,5.92E
2016692,1752-11-01,5.496,1.582,Dijon,France,47.42N,5.92E
2016693,1752-12-01,2.391,1.795,Dijon,France,47.42N,5.92E
2016694,1753-01-01,-2.945,8.07,Dijon,France,47.42N,5.92E
2016695,1753-02-01,1.364,3.971,Dijon,France,47.42N,5.92E
2016696,1753-03-01,6.222,3.5660000000000003,Dijon,France,47.42N,5.92E
2016697,1753-04-01,8.01,7.805,Dijon,France,47.42N,5.92E
2016698,1753-05-01,12.737,1.931,Dijon,France,47.42N,5.92E
2016699,1753-06-01,18.009,3.049,Dijon,France,47.42N,5.92E
2016700,1753-07-01,18.744,2.06,Dijon,France,47.42N,5.92E
2016701,1753-08-01,16.078999999999994,7.541,Dijon,France,47.42N,5.92E
2016702,1753-09-01,14.303,1.466,Dijon,France,47.42N,5.92E
2016703,1753-10-01,9.434,1.381,Dijon,France,47.42N,5.92E
2016704,1753-11-01,2.989,2.969,Dijon,France,47.42N,5.92E
2016705,1753-12-01,1.754,5.235,Dijon,France,47.42N,5.92E
2016706,1754-01-01,-0.742,2.975,Dijon,France,47.42N,5.92E
2016707,1754-02-01,-0.6049999999999998,5.096,Dijon,France,47.42N,5.92E
2016708,1754-03-01,1.346,4.175,Dijon,France,47.42N,5.92E
2016709,1754-04-01,7.457999999999998,8.097999999999999,Dijon,France,47.42N,5.92E
2016710,1754-05-01,13.454,3.646,Dijon,France,47.42N,5.92E
2016711,1754-06-01,16.336,1.641,Dijon,France,47.42N,5.92E
2016712,1754-07-01,16.919,3.112,Dijon,France,47.42N,5.92E
2016713,1754-08-01,17.994999999999994,4.987,Dijon,France,47.42N,5.92E
2016714,1754-09-01,14.074000000000002,3.466,Dijon,France,47.42N,5.92E
2016715,1754-10-01,10.558,2.4090000000000003,Dijon,France,47.42N,5.92E
2016716,1754-11-01,5.728,1.973,Dijon,France,47.42N,5.92E
2016717,1754-12-01,1.189,2.611,Dijon,France,47.42N,5.92E
2016718,1755-01-01,-4.971,6.29,Dijon,France,47.42N,5.92E
2016719,1755-02-01,-2.014,5.006,Dijon,France,47.42N,5.92E
2016720,1755-03-01,3.863,4.912,Dijon,France,47.42N,5.92E
2016721,1755-04-01,12.047,5.115,Dijon,France,47.42N,5.92E
2016722,1755-05-01,12.072,3.741,Dijon,France,47.42N,5.92E
2016723,1755-06-01,18.255,4.13,Dijon,France,47.42N,5.92E
2016724,1755-07-01,17.663,1.874,Dijon,France,47.42N,5.92E
2016725,1755-08-01,15.68,3.256,Dijon,France,47.42N,5.92E
2016726,1755-09-01,13.025,1.208,Dijon,France,47.42N,5.92E
2016727,1755-10-01,8.331999999999999,8.064,Dijon,France,47.42N,5.92E
2016728,1755-11-01,4.272,7.962000000000001,Dijon,France,47.42N,5.92E
2016729,1755-12-01,1.004,8.935,Dijon,France,47.42N,5.92E
2016730,1756-01-01,1.977,5.535,Dijon,France,47.42N,5.92E
2016731,1756-02-01,2.708,4.856,Dijon,France,47.42N,5.92E
2016732,1756-03-01,4.598,8.009,Dijon,France,47.42N,5.92E
2016733,1756-04-01,6.903,2.9330000000000003,Dijon,France,47.42N,5.92E
2016734,1756-05-01,11.584,6.532,Dijon,France,47.42N,5.92E
2016735,1756-06-01,17.663999999999994,3.5239999999999996,Dijon,France,47.42N,5.92E
2016736,1756-07-01,17.833,2.428,Dijon,France,47.42N,5.92E
2016737,1756-08-01,16.401,10.071,Dijon,France,47.42N,5.92E
2016738,1756-09-01,14.758,3.495,Dijon,France,47.42N,5.92E
2016739,1756-10-01,8.28,3.517,Dijon,France,47.42N,5.92E
2016740,1756-11-01,1.908,4.763999999999999,Dijon,France,47.42N,5.92E
2016741,1756-12-01,-1.862,3.2039999999999997,Dijon,France,47.42N,5.92E
2016742,1757-01-01,-2.637,2.2569999999999997,Dijon,France,47.42N,5.92E
2016743,1757-02-01,0.5740000000000001,4.788,Dijon,France,47.42N,5.92E
2016744,1757-03-01,3.757,4.529,Dijon,France,47.42N,5.92E
2016745,1757-04-01,8.548,6.725,Dijon,France,47.42N,5.92E
2016746,1757-05-01,13.094,4.111000000000001,Dijon,France,47.42N,5.92E
2016747,1757-06-01,17.232,4.476,Dijon,France,47.42N,5.92E
2016748,1757-07-01,20.388,7.452000000000001,Dijon,France,47.42N,5.92E
2016749,1757-08-01,17.165,5.657,Dijon,France,47.42N,5.92E
2016750,1757-09-01,12.32,8.905,Dijon,France,47.42N,5.92E
2016751,1757-10-01,5.315,11.888,Dijon,France,47.42N,5.92E
2016752,1757-11-01,4.307,5.271,Dijon,France,47.42N,5.92E
2016753,1757-12-01,-0.432,11.309,Dijon,France,47.42N,5.92E
2016754,1758-01-01,-3.668,2.725,Dijon,France,47.42N,5.92E
2016755,1758-02-01,0.7320000000000002,3.438,Dijon,France,47.42N,5.92E
2016756,1758-03-01,4.956,5.121,Dijon,France,47.42N,5.92E
2016757,1758-04-01,7.153,9.338,Dijon,France,47.42N,5.92E
2016758,1758-05-01,13.565,6.31,Dijon,France,47.42N,5.92E
2016759,1758-06-01,16.849999999999998,5.928,Dijon,France,47.42N,5.92E
2016760,1758-07-01,14.876,9.083,Dijon,France,47.42N,5.92E
2016761,1758-08-01,16.619999999999994,7.622000000000001,Dijon,France,47.42N,5.92E
2016762,1758-09-01,12.021999999999998,3.5580000000000003,Dijon,France,47.42N,5.92E
2016763,1758-10-01,7.068999999999999,12.765,Dijon,France,47.42N,5.92E
2016764,1758-11-01,3.459,9.535,Dijon,France,47.42N,5.92E
2016765,1758-12-01,1.132,6.544,Dijon,France,47.42N,5.92E
2016766,1759-01-01,1.157,7.007999999999999,Dijon,France,47.42N,5.92E
2016767,1759-02-01,2.596,9.012,Dijon,France,47.42N,5.92E
2016768,1759-03-01,4.726,3.741,Dijon,France,47.42N,5.92E
2016769,1759-04-01,8.865,6.771,Dijon,France,47.42N,5.92E
2016770,1759-05-01,12.828,3.656,Dijon,France,47.42N,5.92E
2016771,1759-06-01,15.937,6.65,Dijon,France,47.42N,5.92E
2016772,1759-07-01,20.022,5.0760000000000005,Dijon,France,47.42N,5.92E
2016773,1759-08-01,17.182000000000002,7.89,Dijon,France,47.42N,5.92E
2016774,1759-09-01,14.706,6.983,Dijon,France,47.42N,5.92E
2016775,1759-10-01,10.589,5.209,Dijon,France,47.42N,5.92E
2016776,1759-11-01,1.024,7.058,Dijon,France,47.42N,5.92E
2016777,1759-12-01,-0.823,9.587,Dijon,France,47.42N,5.92E
2016778,1760-01-01,-0.784,5.202000000000001,Dijon,France,47.42N,5.92E
2016779,1760-02-01,0.968,3.344,Dijon,France,47.42N,5.92E
2016780,1760-03-01,3.201,10.317,Dijon,France,47.42N,5.92E
2016781,1760-04-01,10.55,7.367000000000001,Dijon,France,47.42N,5.92E
2016782,1760-05-01,13.095999999999998,4.563,Dijon,France,47.42N,5.92E
2016783,1760-06-01,16.701,2.7889999999999997,Dijon,France,47.42N,5.92E
2016784,1760-07-01,18.332,4.749,Dijon,France,47.42N,5.92E
2016785,1760-08-01,16.723,8.663,Dijon,France,47.42N,5.92E
2016786,1760-09-01,14.744000000000002,6.063,Dijon,France,47.42N,5.92E
2016787,1760-10-01,9.364,5.511,Dijon,France,47.42N,5.92E
2016788,1760-11-01,4.406000000000001,3.45,Dijon,France,47.42N,5.92E
2016789,1760-12-01,3.3360000000000003,3.392,Dijon,France,47.42N,5.92E
2016790,1761-01-01,-1.937,7.856,Dijon,France,47.42N,5.92E
2016791,1761-02-01,3.4290000000000003,4.102,Dijon,France,47.42N,5.92E
2016792,1761-03-01,6.444,1.6780000000000002,Dijon,France,47.42N,5.92E
2016793,1761-04-01,7.903,4.782,Dijon,France,47.42N,5.92E
2016794,1761-05-01,14.075,5.621,Dijon,France,47.42N,5.92E
2016795,1761-06-01,16.618,2.5789999999999997,Dijon,France,47.42N,5.92E
2016796,1761-07-01,18.575,6.907,Dijon,France,47.42N,5.92E
2016797,1761-08-01,18.417,3.339,Dijon,France,47.42N,5.92E
2016798,1761-09-01,15.153,4.2,Dijon,France,47.42N,5.92E
2016799,1761-10-01,7.77,5.527,Dijon,France,47.42N,5.92E
2016800,1761-11-01,3.5639999999999996,2.209,Dijon,France,47.42N,5.92E
2016801,1761-12-01,-1.953,2.6260000000000003,Dijon,France,47.42N,5.92E
2016802,1762-01-01,1.673,2.483,Dijon,France,47.42N,5.92E
2016803,1762-02-01,0.8830000000000001,9.459,Dijon,France,47.42N,5.92E
2016804,1762-03-01,1.656,5.566,Dijon,France,47.42N,5.92E
2016805,1762-04-01,11.057,4.245,Dijon,France,47.42N,5.92E
2016806,1762-05-01,14.533,7.159,Dijon,France,47.42N,5.92E
2016807,1762-06-01,16.398,7.406000000000001,Dijon,France,47.42N,5.92E
2016808,1762-07-01,19.813,3.147,Dijon,France,47.42N,5.92E
2016809,1762-08-01,16.648,3.233,Dijon,France,47.42N,5.92E
2016810,1762-09-01,13.809,9.4,Dijon,France,47.42N,5.92E
2016811,1762-10-01,7.431999999999999,4.5889999999999995,Dijon,France,47.42N,5.92E
2016812,1762-11-01,3.022,2.312,Dijon,France,47.42N,5.92E
2016813,1762-12-01,-3.16,7.533,Dijon,France,47.42N,5.92E
2016814,1763-01-01,-4.067,6.97,Dijon,France,47.42N,5.92E
2016815,1763-02-01,4.357,5.193,Dijon,France,47.42N,5.92E
2016816,1763-03-01,3.325,8.091000000000001,Dijon,France,47.42N,5.92E
2016817,1763-04-01,8.011999999999999,1.875,Dijon,France,47.42N,5.92E
2016818,1763-05-01,11.215,3.215,Dijon,France,47.42N,5.92E
2016819,1763-06-01,16.023,6.7010000000000005,Dijon,France,47.42N,5.92E
2016820,1763-07-01,17.865,2.416,Dijon,France,47.42N,5.92E
2016821,1763-08-01,18.766,3.46,Dijon,France,47.42N,5.92E
2016822,1763-09-01,12.993,2.9530000000000003,Dijon,France,47.42N,5.92E
2016823,1763-10-01,7.321000000000001,6.989,Dijon,France,47.42N,5.92E
2016824,1763-11-01,3.468,3.825,Dijon,France,47.42N,5.92E
2016825,1763-12-01,2.316,2.142,Dijon,France,47.42N,5.92E
2016826,1764-01-01,3.077,6.026,Dijon,France,47.42N,5.92E
2016827,1764-02-01,3.81,3.178,Dijon,France,47.42N,5.92E
2016828,1764-03-01,2.7510000000000003,4.453,Dijon,France,47.42N,5.92E
2016829,1764-04-01,7.169,5.275,Dijon,France,47.42N,5.92E
2016830,1764-05-01,14.44,8.326,Dijon,France,47.42N,5.92E
2016831,1764-06-01,16.724,3.3819999999999997,Dijon,France,47.42N,5.92E
2016832,1764-07-01,18.491,6.006,Dijon,France,47.42N,5.92E
2016833,1764-08-01,15.784999999999998,1.724,Dijon,France,47.42N,5.92E
2016834,1764-09-01,12.621,5.681,Dijon,France,47.42N,5.92E
2016835,1764-10-01,7.164,3.198,Dijon,France,47.42N,5.92E
2016836,1764-11-01,3.697,3.5189999999999997,Dijon,France,47.42N,5.92E
2016837,1764-12-01,1.495,4.393,Dijon,France,47.42N,5.92E
2016838,1765-01-01,2.377,11.699000000000002,Dijon,France,47.42N,5.92E
2016839,1765-02-01,-0.72,4.7860000000000005,Dijon,France,47.42N,5.92E
2016840,1765-03-01,5.959,3.112,Dijon,France,47.42N,5.92E
2016841,1765-04-01,8.242999999999999,1.775,Dijon,France,47.42N,5.92E
2016842,1765-05-01,12.461,2.708,Dijon,France,47.42N,5.92E
2016843,1765-06-01,17.166,3.5469999999999997,Dijon,France,47.42N,5.92E
2016844,1765-07-01,16.287,4.934,Dijon,France,47.42N,5.92E
2016845,1765-08-01,16.973,2.92,Dijon,France,47.42N,5.92E
2016846,1765-09-01,13.728,1.6880000000000002,Dijon,France,47.42N,5.92E
2016847,1765-10-01,9.609,0.852,Dijon,France,47.42N,5.92E
2016848,1765-11-01,3.556,3.95,Dijon,France,47.42N,5.92E
2016849,1765-12-01,-1.0590000000000002,2.395,Dijon,France,47.42N,5.92E
2016850,1766-01-01,-4.738,8.281,Dijon,France,47.42N,5.92E
2016851,1766-02-01,-0.7009999999999998,4.453,Dijon,France,47.42N,5.92E
2016852,1766-03-01,4.15,3.22,Dijon,France,47.42N,5.92E
2016853,1766-04-01,9.537,3.92,Dijon,France,47.42N,5.92E
2016854,1766-05-01,13.197,2.079,Dijon,France,47.42N,5.92E
2016855,1766-06-01,16.814,8.079,Dijon,France,47.42N,5.92E
2016856,1766-07-01,17.018,4.553999999999999,Dijon,France,47.42N,5.92E
2016857,1766-08-01,18.062,3.686,Dijon,France,47.42N,5.92E
2016858,1766-09-01,14.895,4.106,Dijon,France,47.42N,5.92E
2016859,1766-10-01,9.322,2.465,Dijon,France,47.42N,5.92E
2016860,1766-11-01,4.636,5.896,Dijon,France,47.42N,5.92E
2016861,1766-12-01,-0.7789999999999999,4.083,Dijon,France,47.42N,5.92E
2016862,1767-01-01,-5.184,7.955,Dijon,France,47.42N,5.92E
2016863,1767-02-01,4.65,9.132,Dijon,France,47.42N,5.92E
2016864,1767-03-01,4.602,9.318,Dijon,France,47.42N,5.92E
2016865,1767-04-01,6.916,6.8629999999999995,Dijon,France,47.42N,5.92E
2016866,1767-05-01,11.664,2.488,Dijon,France,47.42N,5.92E
2016867,1767-06-01,15.387,4.031000000000001,Dijon,France,47.42N,5.92E
2016868,1767-07-01,17.945999999999994,4.42,Dijon,France,47.42N,5.92E
2016869,1767-08-01,17.528,2.4619999999999997,Dijon,France,47.42N,5.92E
2016870,1767-09-01,14.152,4.349,Dijon,France,47.42N,5.92E
2016871,1767-10-01,9.067,2.978,Dijon,France,47.42N,5.92E
2016872,1767-11-01,5.999,9.364,Dijon,France,47.42N,5.92E
2016873,1767-12-01,-1.4209999999999998,6.1979999999999995,Dijon,France,47.42N,5.92E
2016874,1768-01-01,-2.491,13.604,Dijon,France,47.42N,5.92E
2016875,1768-02-01,1.6860000000000002,10.154,Dijon,France,47.42N,5.92E
2016876,1768-03-01,2.539,7.07,Dijon,France,47.42N,5.92E
2016877,1768-04-01,8.687000000000001,4.277,Dijon,France,47.42N,5.92E
2016878,1768-05-01,13.175,3.148,Dijon,France,47.42N,5.92E
2016879,1768-06-01,15.305,5.21,Dijon,France,47.42N,5.92E
2016880,1768-07-01,17.897000000000002,5.452999999999999,Dijon,France,47.42N,5.92E
2016881,1768-08-01,17.49,1.5419999999999998,Dijon,France,47.42N,5.92E
2016882,1768-09-01,13.17,5.234,Dijon,France,47.42N,5.92E
2016883,1768-10-01,9.153,4.8580000000000005,Dijon,France,47.42N,5.92E
2016884,1768-11-01,4.9830000000000005,6.325,Dijon,France,47.42N,5.92E
2016885,1768-12-01,0.5800000000000001,8.474,Dijon,France,47.42N,5.92E
2016886,1769-01-01,0.96,6.968999999999999,Dijon,France,47.42N,5.92E
2016887,1769-02-01,1.7080000000000002,4.355,Dijon,France,47.42N,5.92E
2016888,1769-03-01,3.542,5.74,Dijon,France,47.42N,5.92E
2016889,1769-04-01,8.584999999999999,6.62,Dijon,France,47.42N,5.92E
2016890,1769-05-01,12.946000000000002,9.932,Dijon,France,47.42N,5.92E
2016891,1769-06-01,15.395,5.505,Dijon,France,47.42N,5.92E
2016892,1769-07-01,17.691,5.875,Dijon,France,47.42N,5.92E
2016893,1769-08-01,17.020999999999994,6.155,Dijon,France,47.42N,5.92E
2016894,1769-09-01,14.044,1.578,Dijon,France,47.42N,5.92E
2016895,1769-10-01,5.401,3.099,Dijon,France,47.42N,5.92E
2016896,1769-11-01,5.667000000000001,1.898,Dijon,France,47.42N,5.92E
2016897,1769-12-01,1.357,4.603,Dijon,France,47.42N,5.92E
2016898,1770-01-01,-1.157,8.156,Dijon,France,47.42N,5.92E
2016899,1770-02-01,1.134,4.617,Dijon,France,47.42N,5.92E
2016900,1770-03-01,2.6519999999999997,5.295,Dijon,France,47.42N,5.92E
2016901,1770-04-01,6.134,13.336,Dijon,France,47.42N,5.92E
2016902,1770-05-01,12.585,2.106,Dijon,France,47.42N,5.92E
2016903,1770-06-01,15.534,4.793,Dijon,France,47.42N,5.92E
2016904,1770-07-01,16.172,9.208,Dijon,France,47.42N,5.92E
2016905,1770-08-01,17.834999999999994,5.271,Dijon,France,47.42N,5.92E
2016906,1770-09-01,15.611,4.067,Dijon,France,47.42N,5.92E
2016907,1770-10-01,8.527999999999999,5.667000000000001,Dijon,France,47.42N,5.92E
2016908,1770-11-01,5.011,7.934,Dijon,France,47.42N,5.92E
2016909,1770-12-01,1.612,11.044,Dijon,France,47.42N,5.92E
2016910,1771-01-01,0.252,8.801,Dijon,France,47.42N,5.92E
2016911,1771-02-01,0.6920000000000002,4.967,Dijon,France,47.42N,5.92E
2016912,1771-03-01,3.4730000000000003,9.047,Dijon,France,47.42N,5.92E
2016913,1771-04-01,5.328999999999999,8.087,Dijon,France,47.42N,5.92E
2016914,1771-05-01,14.737,12.914,Dijon,France,47.42N,5.92E
2016915,1771-06-01,15.091,3.406,Dijon,France,47.42N,5.92E
2016916,1771-07-01,18.454,2.143,Dijon,France,47.42N,5.92E
2016917,1771-08-01,16.933,3.008,Dijon,France,47.42N,5.92E
2016918,1771-09-01,14.204,2.293,Dijon,France,47.42N,5.92E
2016919,1771-10-01,9.304,1.739,Dijon,France,47.42N,5.92E
2016920,1771-11-01,2.299,5.15,Dijon,France,47.42N,5.92E
2016921,1771-12-01,2.68,4.931,Dijon,France,47.42N,5.92E
2016922,1772-01-01,-0.09200000000000004,9.79,Dijon,France,47.42N,5.92E
2016923,1772-02-01,3.967000000000001,11.584,Dijon,France,47.42N,5.92E
2016924,1772-03-01,6.313,4.593999999999999,Dijon,France,47.42N,5.92E
2016925,1772-04-01,7.943999999999999,4.824,Dijon,France,47.42N,5.92E
2016926,1772-05-01,11.367,1.794,Dijon,France,47.42N,5.92E
2016927,1772-06-01,17.939999999999994,5.604,Dijon,France,47.42N,5.92E
2016928,1772-07-01,18.132,3.4210000000000003,Dijon,France,47.42N,5.92E
2016929,1772-08-01,17.851,5.0569999999999995,Dijon,France,47.42N,5.92E
2016930,1772-09-01,15.353,4.013,Dijon,France,47.42N,5.92E
2016931,1772-10-01,11.076,3.0389999999999997,Dijon,France,47.42N,5.92E
2016932,1772-11-01,6.169,6.377999999999999,Dijon,France,47.42N,5.92E
2016933,1772-12-01,2.1719999999999997,4.346,Dijon,France,47.42N,5.92E
2016934,1773-01-01,1.877,2.611,Dijon,France,47.42N,5.92E
2016935,1773-02-01,-0.4770000000000001,4.039,Dijon,France,47.42N,5.92E
2016936,1773-03-01,3.892,2.244,Dijon,France,47.42N,5.92E
2016937,1773-04-01,7.786,3.963,Dijon,France,47.42N,5.92E
2016938,1773-05-01,12.225,4.007,Dijon,France,47.42N,5.92E
2016939,1773-06-01,15.57,2.0380000000000003,Dijon,France,47.42N,5.92E
2016940,1773-07-01,16.573,2.475,Dijon,France,47.42N,5.92E
2016941,1773-08-01,16.967,2.611,Dijon,France,47.42N,5.92E
2016942,1773-09-01,14.664,2.153,Dijon,France,47.42N,5.92E
2016943,1773-10-01,9.847,1.736,Dijon,France,47.42N,5.92E
2016944,1773-11-01,4.637,7.754,Dijon,France,47.42N,5.92E
2016945,1773-12-01,2.7110000000000003,6.397,Dijon,France,47.42N,5.92E
2016946,1774-01-01,0.494,9.497,Dijon,France,47.42N,5.92E
2016947,1774-02-01,2.388,8.374,Dijon,France,47.42N,5.92E
2016948,1774-03-01,6.7620000000000005,2.924,Dijon,France,47.42N,5.92E
2016949,1774-04-01,9.542,6.2,Dijon,France,47.42N,5.92E
2016950,1774-05-01,12.556,2.799,Dijon,France,47.42N,5.92E
2016951,1774-06-01,16.445,8.669,Dijon,France,47.42N,5.92E
2016952,1774-07-01,17.454,8.334,Dijon,France,47.42N,5.92E
2016953,1774-08-01,18.873,3.4530000000000003,Dijon,France,47.42N,5.92E
2016954,1774-09-01,13.424,3.855,Dijon,France,47.42N,5.92E
2016955,1774-10-01,7.903,5.099,Dijon,France,47.42N,5.92E
2016956,1774-11-01,1.7209999999999996,8.732000000000001,Dijon,France,47.42N,5.92E
2016957,1774-12-01,-1.5930000000000002,6.108,Dijon,France,47.42N,5.92E
2016958,1775-01-01,0.8460000000000001,5.626,Dijon,France,47.42N,5.92E
2016959,1775-02-01,4.562,5.041,Dijon,France,47.42N,5.92E
2016960,1775-03-01,5.706,1.951,Dijon,France,47.42N,5.92E
2016961,1775-04-01,7.845,1.139,Dijon,France,47.42N,5.92E
2016962,1775-05-01,11.778,3.917,Dijon,France,47.42N,5.92E
2016963,1775-06-01,17.339000000000002,5.75,Dijon,France,47.42N,5.92E
2016964,1775-07-01,18.228,1.751,Dijon,France,47.42N,5.92E
2016965,1775-08-01,17.416,1.932,Dijon,France,47.42N,5.92E
2016966,1775-09-01,14.922,3.335,Dijon,France,47.42N,5.92E
